HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459131.83405,2020-10-09.3321056,bq,1.48,16.002,15.514,0.140,2.263,0.289,g
2459131.83527,2020-10-09.3333229,bq,1.58,16.124,15.635,0.140,2.024,0.258,g
2459132.84966,2020-10-10.3476340,bq,1.46,16.578,15.879,0.115,1.615,0.170,g
2459132.85088,2020-10-10.3488533,bq,1.58,16.459,16.026,0.147,1.412,0.190,g
2459132.85210,2020-10-10.3500708,bq,1.50,16.535,15.649,0.097,1.996,0.177,g
2459133.83837,2020-10-11.3362644,bq,1.47,16.588,15.320,0.068,2.703,0.169,g
2459133.83961,2020-10-11.3375108,bq,1.46,16.607,15.388,0.071,2.539,0.166,g
2459133.84083,2020-10-11.3387280,bq,1.46,16.603,15.325,0.067,2.691,0.166,g
2459135.97200,2020-10-13.4697306,bq,1.49,15.964,15.342,0.124,2.649,0.299,g
2459135.97323,2020-10-13.4709619,bq,1.45,16.230,15.502,0.112,2.287,0.234,g
2459135.97446,2020-10-13.4721873,bq,1.47,16.119,15.403,0.113,2.506,0.259,g
2459137.84361,2020-10-15.3411993,bq,2.06,16.742,15.635,0.079,2.023,0.146,g
2459137.84483,2020-10-15.3424202,bq,2.05,16.698,15.544,0.076,2.199,0.152,g
2459137.84606,2020-10-15.3436460,bq,2.06,16.744,15.499,0.070,2.292,0.146,g
2459140.94803,2020-10-18.4453887,bA,1.77,16.821,15.352,0.057,2.627,0.136,g
2459140.94928,2020-10-18.4466341,bA,1.99,16.726,15.225,0.055,2.950,0.148,g
2459140.95052,2020-10-18.4478771,bA,1.75,16.700,15.288,0.060,2.785,0.152,g
2459143.93918,2020-10-21.4363252,bA,1.76,16.453,15.383,0.082,2.551,0.191,g
2459143.94042,2020-10-21.4375660,bA,1.76,15.534,15.433,0.200,2.435,0.445,g
2459143.94166,2020-10-21.4388103,bA,1.78,14.199,>14.199,99.990,3.812,1.520,g
2459143.98845,2020-10-21.4855967,bA,1.80,99.990,99.990,99.990,99.990,99.990,g
2459143.98970,2020-10-21.4868490,bA,1.78,99.990,99.990,99.990,99.990,99.990,g
2459143.99094,2020-10-21.4880886,bA,1.75,99.990,99.990,99.990,99.990,99.990,g
2459144.95023,2020-10-22.4473015,bA,1.70,17.351,15.327,0.034,2.685,0.084,g
2459144.95147,2020-10-22.4485491,bA,1.71,17.260,15.323,0.037,2.698,0.091,g
2459144.95272,2020-10-22.4497914,bA,1.69,17.242,15.306,0.037,2.739,0.093,g
2459144.99177,2020-10-22.4888405,bA,1.69,17.269,15.291,0.035,2.775,0.090,g
2459144.99301,2020-10-22.4900858,bA,1.65,17.310,15.391,0.037,2.533,0.087,g
2459144.99425,2020-10-22.4913290,bA,1.71,17.395,15.321,0.032,2.701,0.081,g
2459145.98373,2020-10-23.4807364,bA,1.67,17.233,15.324,0.038,2.695,0.093,g
2459145.98497,2020-10-23.4819747,bA,1.70,17.285,15.354,0.037,2.620,0.089,g
2459145.98621,2020-10-23.4832165,bA,1.71,17.248,15.295,0.036,2.769,0.092,g
2459148.64877,2020-10-26.1455950,bE,1.44,16.012,15.513,0.138,2.263,0.286,g
2459148.65005,2020-10-26.1468717,bE,1.46,16.046,15.345,0.115,2.642,0.277,g
2459148.65133,2020-10-26.1481597,bE,1.50,16.105,15.846,0.173,1.666,0.263,g
2459153.46184,2020-10-30.9583599,bm,1.62,15.543,>15.543,99.990,2.008,0.441,g
2459153.46359,2020-10-30.9601078,bm,1.75,15.617,>15.617,99.990,1.109,0.411,g
2459153.46498,2020-10-30.9615055,bm,1.57,15.492,15.421,0.205,2.463,0.462,g
2459154.52472,2020-11-01.0211799,bm,1.54,15.628,15.284,0.160,2.795,0.407,g
2459154.52593,2020-11-01.0223898,bm,1.59,15.695,15.291,0.151,2.778,0.383,g
2459154.52714,2020-11-01.0236046,bm,1.64,15.861,15.361,0.138,2.604,0.329,g
2459155.60673,2020-11-02.1031233,bm,1.54,15.865,15.562,0.166,2.165,0.328,g
2459155.60795,2020-11-02.1043422,bm,1.52,16.015,>16.015,99.990,-2.245,0.285,g
2459155.60917,2020-11-02.1055596,bm,1.51,15.776,15.209,0.130,2.997,0.356,g
2459156.98124,2020-11-03.4775459,bA,1.65,16.257,15.295,0.090,2.768,0.228,g
2459156.98248,2020-11-03.4787951,bA,1.69,16.176,15.204,0.089,3.011,0.246,g
2459156.98373,2020-11-03.4800394,bA,1.62,16.218,15.213,0.087,2.984,0.237,g
2459157.99980,2020-11-04.4960612,bA,1.75,16.419,15.471,0.092,2.353,0.197,g
2459158.00105,2020-11-04.4973072,bA,1.68,16.353,15.461,0.096,2.375,0.209,g
2459158.00229,2020-11-04.4985467,bA,1.75,16.426,15.656,0.108,1.985,0.195,g
2459161.98958,2020-11-08.4856253,bA,1.99,17.053,15.291,0.043,2.778,0.110,g
2459161.99082,2020-11-08.4868686,bA,2.01,17.002,15.386,0.049,2.543,0.115,g
2459161.99207,2020-11-08.4881069,bA,1.99,17.023,15.274,0.044,2.821,0.113,g
2459163.74168,2020-11-10.2376322,bi,1.39,16.822,15.386,0.058,2.545,0.136,g
2459163.74291,2020-11-10.2388626,bi,1.39,16.832,15.436,0.060,2.431,0.135,g
2459163.74413,2020-11-10.2400887,bi,1.38,16.722,15.446,0.068,2.407,0.149,g
2459166.67479,2020-11-13.1706048,bi,1.40,16.696,15.150,0.053,3.163,0.153,g
2459166.67601,2020-11-13.1718253,bi,1.36,16.729,15.516,0.072,2.257,0.148,g
2459166.67724,2020-11-13.1730587,bi,1.39,16.727,15.355,0.062,2.620,0.149,g
2459166.72019,2020-11-13.2159987,bi,1.41,16.837,15.309,0.054,2.733,0.134,g
2459166.72142,2020-11-13.2172239,bi,1.41,16.854,15.302,0.052,2.749,0.132,g
2459166.72264,2020-11-13.2184516,bi,1.43,16.769,15.336,0.058,2.664,0.143,g
2459167.68474,2020-11-14.1805074,bE,1.51,16.959,15.329,0.049,2.680,0.120,g
2459167.68603,2020-11-14.1817978,bE,1.49,16.854,15.161,0.046,3.131,0.132,g
2459167.68733,2020-11-14.1830996,bE,1.50,16.929,15.312,0.049,2.723,0.123,g
2459167.70870,2020-11-14.2044616,bi,1.33,16.829,15.279,0.052,2.809,0.135,g
2459167.70993,2020-11-14.2056929,bi,1.41,16.715,15.367,0.063,2.590,0.150,g
2459167.71115,2020-11-14.2069135,bi,1.44,16.792,15.286,0.055,2.790,0.140,g
2459168.96276,2020-11-15.4584670,bq,1.57,16.882,15.434,0.058,2.435,0.129,g
2459168.96398,2020-11-15.4596958,bq,1.55,16.941,15.377,0.052,2.565,0.122,g
2459168.96520,2020-11-15.4609188,bq,1.57,17.013,15.501,0.054,2.289,0.114,g
2459170.66672,2020-11-17.1623619,bi,1.41,16.717,15.792,0.093,1.751,0.150,g
2459170.66794,2020-11-17.1635828,bi,1.41,16.616,15.707,0.095,1.892,0.164,g
2459170.66916,2020-11-17.1648016,bi,1.43,16.677,15.625,0.083,2.043,0.155,g
2459170.69708,2020-11-17.1927230,bi,1.46,16.650,15.674,0.089,1.952,0.159,g
2459170.69831,2020-11-17.1939460,bi,1.46,16.668,15.567,0.079,2.156,0.157,g
2459170.69953,2020-11-17.1951622,bi,1.40,16.744,15.768,0.089,1.790,0.146,g
2459170.70829,2020-11-17.2039302,bi,1.40,16.691,15.718,0.089,1.873,0.153,g
2459170.70951,2020-11-17.2051486,bi,1.41,16.601,15.611,0.088,2.069,0.166,g
2459170.71073,2020-11-17.2063659,bi,1.39,16.601,15.788,0.103,1.758,0.166,g
2459171.76430,2020-11-18.2598928,bq,1.49,16.902,15.485,0.059,2.322,0.126,g
2459171.76552,2020-11-18.2611135,bq,1.49,16.978,15.531,0.058,2.226,0.118,g
2459171.76674,2020-11-18.2623386,bq,1.48,16.987,15.469,0.054,2.357,0.117,g
2459172.88282,2020-11-19.3783753,bA,2.09,17.269,15.347,0.037,2.638,0.090,g
2459172.88407,2020-11-19.3796219,bA,2.08,17.234,15.330,0.038,2.678,0.093,g
2459172.88532,2020-11-19.3808697,bA,2.07,17.255,15.235,0.034,2.923,0.091,g
2459173.49794,2020-11-19.9934752,bm,1.56,16.682,15.296,0.061,2.765,0.155,g
2459173.49917,2020-11-19.9946972,bm,1.57,16.753,15.319,0.058,2.706,0.145,g
2459173.50038,2020-11-19.9959121,bm,1.57,16.743,15.316,0.059,2.714,0.146,g
2459175.32389,2020-11-21.8193622,bm,1.56,99.990,99.990,99.990,99.990,99.990,g
2459175.32511,2020-11-21.8205887,bm,1.59,99.990,99.990,99.990,99.990,99.990,g
2459175.32634,2020-11-21.8218164,bm,1.74,99.990,99.990,99.990,99.990,99.990,g
2459175.47649,2020-11-21.9719561,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2459175.47773,2020-11-21.9731898,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2459175.47894,2020-11-21.9744116,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2459175.73548,2020-11-22.2309322,bi,1.40,16.818,15.600,0.071,2.089,0.137,g
2459175.73670,2020-11-22.2321527,bi,1.40,16.818,15.551,0.068,2.186,0.136,g
2459175.73793,2020-11-22.2333809,bi,1.40,16.786,15.431,0.063,2.442,0.141,g
2459176.57935,2020-11-23.0747737,bE,1.47,16.424,15.592,0.102,2.104,0.196,g
2459176.58063,2020-11-23.0760548,bE,1.47,16.553,15.299,0.069,2.756,0.174,g
2459176.58192,2020-11-23.0773423,bE,1.47,16.307,15.481,0.102,2.333,0.218,g
2459176.74439,2020-11-23.2398134,bi,1.41,16.719,15.504,0.071,2.284,0.149,g
2459176.74561,2020-11-23.2410353,bi,1.45,16.694,15.339,0.063,2.658,0.153,g
2459176.74684,2020-11-23.2422605,bi,1.42,16.735,15.471,0.068,2.354,0.147,g
2459177.72954,2020-11-24.2249320,bq,1.56,16.353,15.417,0.092,2.473,0.209,g
2459177.73077,2020-11-24.2261541,bq,1.51,16.384,15.384,0.087,2.551,0.203,g
2459177.73198,2020-11-24.2273716,bq,1.55,16.408,15.448,0.090,2.404,0.199,g
2459178.58026,2020-11-25.0756248,bE,1.54,16.151,15.286,0.099,2.789,0.252,g
2459178.58155,2020-11-25.0769138,bE,1.51,16.275,15.113,0.075,3.272,0.225,g
2459178.58285,2020-11-25.0782104,bE,1.55,16.178,15.340,0.101,2.653,0.246,g
2459179.34880,2020-11-25.8441429,bm,1.50,16.106,15.181,0.094,3.072,0.263,g
2459179.35002,2020-11-25.8453675,bm,1.54,16.128,15.276,0.100,2.818,0.257,g
2459179.35124,2020-11-25.8465811,bm,1.52,15.968,15.544,0.148,2.200,0.298,g
2459179.35296,2020-11-25.8483043,bm,1.51,16.138,15.506,0.122,2.278,0.255,g
2459179.35418,2020-11-25.8495203,bm,1.53,16.101,15.369,0.112,2.585,0.264,g
2459179.35540,2020-11-25.8507399,bm,1.42,16.011,15.398,0.125,2.516,0.286,g
2459179.40102,2020-11-25.8963619,bm,1.52,16.319,15.510,0.104,2.270,0.216,g
2459179.40225,2020-11-25.8975930,bm,1.52,16.137,15.160,0.089,3.136,0.255,g
2459179.40348,2020-11-25.8988174,bm,1.49,16.159,15.208,0.091,2.999,0.250,g
2459179.66653,2020-11-26.1618622,bi,1.37,16.451,15.544,0.095,2.200,0.191,g
2459179.66775,2020-11-26.1630832,bi,1.40,16.373,15.257,0.078,2.864,0.206,g
2459179.66898,2020-11-26.1643111,bi,1.41,16.554,15.432,0.078,2.441,0.174,g
2459180.32713,2020-11-26.8224400,bm,1.62,15.698,>15.698,99.990,1.828,0.382,g
2459180.32836,2020-11-26.8236711,bm,1.59,15.806,15.371,0.147,2.582,0.346,g
2459180.32958,2020-11-26.8248954,bm,1.51,15.645,>15.645,99.990,1.980,0.401,g
2459180.48579,2020-11-26.9810950,bm,1.49,16.148,15.871,0.170,1.628,0.252,g
2459180.48702,2020-11-26.9823288,bm,1.55,16.225,15.679,0.133,1.943,0.235,g
2459180.48825,2020-11-26.9835550,bm,1.51,16.398,16.226,0.187,1.173,0.201,g
2459181.04741,2020-11-27.5427133,bA,2.09,16.446,15.582,0.099,2.124,0.192,g
2459181.04865,2020-11-27.5439489,bA,2.07,16.412,15.496,0.094,2.299,0.198,g
2459181.04990,2020-11-27.5451907,bA,2.11,16.452,15.558,0.096,2.171,0.191,g
2459181.45954,2020-11-27.9548181,bm,1.50,15.909,>15.909,99.990,1.393,0.315,g
2459181.46077,2020-11-27.9560472,bm,1.46,15.959,15.262,0.115,2.853,0.300,g
2459181.46199,2020-11-27.9572706,bm,1.57,15.928,>15.928,99.990,1.441,0.309,g
2459182.56362,2020-11-29.0588793,bE,1.53,15.444,15.344,0.200,2.644,0.482,g
2459182.56491,2020-11-29.0601660,bE,1.65,15.485,15.462,0.215,2.373,0.465,g
2459182.56621,2020-11-29.0614658,bE,1.61,15.653,14.979,0.118,3.701,0.398,g
2459183.00201,2020-11-29.4972582,bA,2.10,16.101,15.238,0.099,2.915,0.264,g
2459183.00325,2020-11-29.4985002,bA,2.09,16.018,15.627,0.153,2.038,0.285,g
2459183.00449,2020-11-29.4997398,bA,2.07,16.208,15.316,0.096,2.716,0.239,g
2459183.02986,2020-11-29.5251045,bA,2.15,16.012,15.430,0.128,2.443,0.286,g
2459183.03111,2020-11-29.5263526,bA,2.15,16.007,15.371,0.122,2.581,0.288,g
2459183.03234,2020-11-29.5275921,bA,2.13,16.032,15.388,0.121,2.539,0.281,g
2459184.51748,2020-12-01.0127025,bm,1.64,15.614,15.275,0.160,2.819,0.413,g
2459184.51870,2020-12-01.0139107,bm,1.61,15.832,15.558,0.170,2.173,0.338,g
2459184.51992,2020-12-01.0151277,bm,1.55,15.672,14.863,0.104,4.121,0.392,g
2459184.55784,2020-12-01.05305,bi,1.40,15.248,>15.248,99.990,2.601,0.578,g
2459184.55906,2020-12-01.0542693,bi,1.54,15.513,15.211,0.166,2.991,0.453,g
2459184.56028,2020-12-01.0554923,bi,1.48,15.476,15.286,0.184,2.789,0.469,g
2459185.57653,2020-12-02.0717177,bi,1.42,15.878,>15.878,99.990,0.663,0.324,g
2459185.57776,2020-12-02.0729490,bi,1.44,15.918,15.667,0.174,1.963,0.312,g
2459185.57899,2020-12-02.0741818,bi,1.50,15.850,15.308,0.133,2.734,0.332,g
2459185.93580,2020-12-02.4309789,bq,2.07,15.705,>15.705,99.990,0.651,0.379,g
2459185.93702,2020-12-02.4322045,bq,2.09,15.610,>15.610,99.990,1.673,0.414,g
2459185.93826,2020-12-02.4334388,bq,2.11,15.696,>15.696,99.990,1.571,0.383,g
2459186.47056,2020-12-02.9657435,bm,1.58,15.954,15.735,0.179,1.844,0.302,g
2459186.47178,2020-12-02.9669596,bm,1.50,15.977,15.685,0.168,1.932,0.295,g
2459186.47299,2020-12-02.9681638,bm,1.57,15.868,15.383,0.140,2.552,0.327,g
2459186.54717,2020-12-03.0423392,bi,1.38,16.545,15.432,0.078,2.439,0.175,g
2459186.54839,2020-12-03.0435656,bi,1.38,16.682,15.628,0.083,2.037,0.154,g
2459186.54963,2020-12-03.0448120,bi,1.38,16.561,15.474,0.080,2.348,0.173,g
2459187.30651,2020-12-03.8016851,bm,2.15,16.638,15.407,0.070,2.497,0.161,g
2459187.30799,2020-12-03.8031531,bm,2.11,99.990,99.990,99.990,99.990,99.990,g
2459187.30921,2020-12-03.8043761,bm,2.04,99.990,99.990,99.990,99.990,99.990,g
2459188.30688,2020-12-04.8020217,bm,1.61,16.635,15.400,0.070,2.512,0.161,g
2459188.30826,2020-12-04.8033981,bm,1.58,16.695,15.466,0.071,2.363,0.153,g
2459188.30958,2020-12-04.8047243,bm,1.58,16.682,15.368,0.065,2.587,0.155,g
2459188.67078,2020-12-05.1659320,bE,1.47,16.827,15.379,0.058,2.561,0.135,g
2459188.67208,2020-12-05.1672212,bE,1.49,16.633,15.523,0.079,2.242,0.162,g
2459188.67337,2020-12-05.1685134,bE,1.49,16.681,15.436,0.070,2.431,0.155,g
2459189.34428,2020-12-05.8394082,bm,1.61,16.652,15.352,0.066,2.624,0.159,g
2459189.34552,2020-12-05.8406481,bm,1.60,16.697,15.473,0.071,2.348,0.152,g
2459189.34674,2020-12-05.8418641,bm,1.58,16.597,15.329,0.068,2.682,0.167,g
2459190.01949,2020-12-06.5146142,bA,1.70,16.781,15.502,0.067,2.287,0.141,g
2459190.02073,2020-12-06.5158592,bA,1.76,16.884,15.410,0.056,2.490,0.128,g
2459190.02197,2020-12-06.5171010,bA,1.77,16.859,15.463,0.061,2.371,0.131,g
2459191.03274,2020-12-07.5278501,bA,1.71,17.015,15.634,0.061,2.025,0.114,g
2459191.03398,2020-12-07.5290886,bA,1.67,16.986,15.645,0.064,2.004,0.117,g
2459191.03523,2020-12-07.5303328,bA,1.70,16.928,15.854,0.081,1.655,0.123,g
2459191.58086,2020-12-08.0759655,bm,1.58,13.583,>13.583,99.990,9.878,2.682,g
2459191.58208,2020-12-08.0771861,bm,1.62,99.990,99.990,99.990,99.990,99.990,g
2459191.58330,2020-12-08.0784010,bm,1.76,99.990,99.990,99.990,99.990,99.990,g
2459191.65878,2020-12-08.1538826,bq,1.49,16.621,15.431,0.073,2.441,0.164,g
2459191.66000,2020-12-08.1551020,bq,1.50,16.517,15.518,0.087,2.253,0.180,g
2459191.66122,2020-12-08.1563228,bq,1.49,16.866,15.741,0.078,1.835,0.131,g
2459191.67410,2020-12-08.1692020,bq,1.49,17.038,15.664,0.062,1.970,0.111,g
2459191.67532,2020-12-08.1704232,bq,1.42,16.951,15.524,0.059,2.241,0.121,g
2459191.67654,2020-12-08.1716478,bq,1.42,16.929,15.662,0.068,1.973,0.123,g
2459192.30068,2020-12-08.7957790,bm,1.56,16.595,15.699,0.096,1.907,0.167,g
2459192.30190,2020-12-08.7969913,bm,1.52,16.637,15.535,0.079,2.218,0.161,g
2459192.30311,2020-12-08.7982002,bm,1.61,16.815,15.598,0.071,2.093,0.137,g
2459192.66249,2020-12-09.1575936,bq,1.50,16.900,15.478,0.059,2.338,0.126,g
2459192.66371,2020-12-09.1588120,bq,1.52,16.929,15.481,0.058,2.331,0.123,g
2459192.66493,2020-12-09.1600288,bq,1.53,16.950,15.495,0.057,2.301,0.121,g
2459192.69602,2020-12-09.1911146,bq,1.46,17.051,15.642,0.060,2.011,0.110,g
2459192.69730,2020-12-09.1924033,bq,1.47,17.029,15.397,0.049,2.519,0.112,g
2459192.69852,2020-12-09.1936135,bq,1.51,17.083,15.478,0.050,2.338,0.107,g
2459193.82761,2020-12-10.3226910,bA,1.69,17.437,15.369,0.032,2.584,0.077,g
2459193.82885,2020-12-10.3239343,bA,1.73,17.330,15.459,0.039,2.381,0.085,g
2459193.83010,2020-12-10.3251809,bA,1.71,17.284,15.506,0.043,2.278,0.089,g
2459194.42272,2020-12-10.9178009,bm,1.47,15.538,15.471,0.206,2.353,0.443,g
2459194.42395,2020-12-10.9190239,bm,1.46,14.929,>14.929,99.990,2.263,0.775,g
2459194.42518,2020-12-10.9202562,bm,1.43,99.990,99.990,99.990,99.990,99.990,g
2459195.58815,2020-12-12.0832202,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2459195.78219,2020-12-12.2772631,bA,2.11,17.167,15.389,0.042,2.536,0.099,g
2459195.78343,2020-12-12.2785048,bA,2.30,17.151,15.356,0.042,2.615,0.101,g
2459195.78468,2020-12-12.2797478,bA,2.05,17.216,15.477,0.044,2.339,0.095,g
2459196.53025,2020-12-13.0253293,bE,1.75,15.564,15.240,0.163,2.911,0.432,g
2459196.53155,2020-12-13.0266253,bE,1.69,15.777,15.563,0.180,2.162,0.355,g
2459196.53286,2020-12-13.0279351,bE,1.66,15.821,15.601,0.179,2.088,0.341,g
2459196.77659,2020-12-13.2716677,bE,1.47,16.961,15.462,0.055,2.373,0.120,g
2459196.77788,2020-12-13.2729581,bE,1.78,16.936,15.472,0.057,2.352,0.122,g
2459196.77917,2020-12-13.2742444,bE,1.49,16.938,15.521,0.059,2.246,0.122,g
2459196.94229,2020-12-13.4373582,bq,1.62,16.932,15.617,0.065,2.056,0.123,g
2459196.94352,2020-12-13.4385953,bq,1.51,16.979,15.566,0.060,2.155,0.118,g
2459196.94474,2020-12-13.4398158,bq,1.54,16.996,15.608,0.061,2.074,0.116,g
2459198.32807,2020-12-14.8231398,bm,2.22,99.990,99.990,99.990,99.990,99.990,g
2459198.32930,2020-12-14.8243686,bm,2.21,99.990,99.990,99.990,99.990,99.990,g
2459198.33053,2020-12-14.8255927,bm,2.22,16.667,15.369,0.066,2.584,0.157,g
2459198.62226,2020-12-15.1173296,bE,1.44,16.915,15.214,0.046,2.981,0.125,g
2459198.62355,2020-12-15.1186157,bE,1.50,16.900,15.281,0.049,2.802,0.127,g
2459198.62484,2020-12-15.1199054,bE,1.51,16.943,15.309,0.049,2.731,0.122,g
2459199.34688,2020-12-15.8419565,bm,1.55,16.733,15.323,0.060,2.698,0.148,g
2459199.34818,2020-12-15.8432498,bm,1.53,16.662,15.244,0.059,2.900,0.158,g
2459199.34941,2020-12-15.8444843,bm,1.52,16.725,15.353,0.062,2.624,0.149,g
2459199.60482,2020-12-16.0998916,bE,1.44,16.870,15.269,0.050,2.834,0.130,g
2459199.60612,2020-12-16.1011969,bE,1.43,16.876,15.303,0.051,2.747,0.129,g
2459199.60741,2020-12-16.1024796,bE,1.45,16.869,15.233,0.048,2.930,0.130,g
2459199.90809,2020-12-16.4031625,bq,1.55,16.936,15.317,0.049,2.711,0.123,g
2459199.90931,2020-12-16.4043784,bq,1.59,16.921,15.195,0.045,3.036,0.124,g
2459199.91054,2020-12-16.4056085,bq,1.57,16.942,15.303,0.048,2.747,0.122,g
2459200.46228,2020-12-16.9573458,bm,1.51,16.731,15.395,0.064,2.523,0.148,g
2459200.46352,2020-12-16.9585850,bm,1.51,16.690,15.284,0.060,2.795,0.154,g
2459200.46474,2020-12-16.9598114,bm,1.47,16.778,15.325,0.057,2.691,0.142,g
2459201.91113,2020-12-18.4062081,bq,2.02,15.170,>15.170,99.990,2.678,0.621,g
2459201.91235,2020-12-18.4074303,bq,2.06,15.791,>15.791,99.990,1.625,0.351,g
2459201.91357,2020-12-18.4086579,bq,1.69,15.161,>15.161,99.990,2.202,0.626,g
2459205.75509,2020-12-22.2501962,bA,1.68,16.695,15.194,0.055,3.037,0.153,g
2459205.75633,2020-12-22.2514376,bA,1.72,16.856,15.272,0.051,2.828,0.132,g
2459205.75757,2020-12-22.2526790,bA,1.68,16.759,15.283,0.056,2.798,0.144,g
2459206.78035,2020-12-23.2754783,bq,1.58,16.900,15.485,0.059,2.323,0.126,g
2459206.78158,2020-12-23.2767075,bq,1.50,16.752,15.403,0.063,2.504,0.145,g
2459206.78281,2020-12-23.2779364,bq,1.51,16.743,15.367,0.062,2.589,0.146,g
2459206.81396,2020-12-23.3090898,bq,1.58,16.965,15.574,0.061,2.139,0.119,g
2459206.81518,2020-12-23.3103071,bq,1.53,16.911,15.459,0.057,2.379,0.125,g
2459206.81640,2020-12-23.3115385,bq,1.61,16.861,15.533,0.064,2.222,0.131,g
2459207.76859,2020-12-24.2637297,bE,1.46,17.054,15.521,0.053,2.247,0.110,g
2459207.76988,2020-12-24.2650194,bE,1.45,16.934,15.432,0.055,2.439,0.123,g
2459207.77119,2020-12-24.2663280,bE,1.51,16.934,15.480,0.057,2.335,0.123,g
2459208.85896,2020-12-25.3541094,bq,1.46,16.604,15.513,0.080,2.265,0.166,g
2459208.86019,2020-12-25.3553370,bq,1.44,16.438,15.508,0.093,2.273,0.193,g
2459208.86141,2020-12-25.3565657,bq,1.49,16.429,15.541,0.097,2.206,0.195,g
2459209.76752,2020-12-26.2626906,bi,1.44,16.230,15.565,0.119,2.157,0.234,g
2459209.76876,2020-12-26.2639232,bi,1.45,16.299,15.481,0.103,2.332,0.220,g
2459209.76999,2020-12-26.2651603,bi,1.43,16.245,15.329,0.094,2.683,0.231,g
2459210.86676,2020-12-27.3619452,bq,1.66,16.039,15.596,0.146,2.096,0.279,g
2459210.86799,2020-12-27.3631759,bq,1.59,16.256,15.427,0.102,2.452,0.229,g
2459210.86921,2020-12-27.3643959,bq,1.71,16.045,15.372,0.118,2.577,0.278,g
2459210.96026,2020-12-27.4554505,bA,1.68,16.316,15.414,0.095,2.480,0.216,g
2459210.96150,2020-12-27.4566923,bA,1.73,16.231,15.184,0.084,3.065,0.234,g
2459210.96275,2020-12-27.4579425,bA,1.74,16.170,15.376,0.105,2.569,0.247,g
2459211.53981,2020-12-28.0350118,bm,1.63,15.778,15.307,0.142,2.738,0.355,g
2459211.54105,2020-12-28.0362512,bm,1.62,15.882,15.202,0.117,3.014,0.323,g
2459211.54226,2020-12-28.0374675,bm,1.69,15.711,15.501,0.181,2.289,0.378,g
2459212.79864,2020-12-29.2938716,bE,1.65,15.741,15.311,0.148,2.727,0.367,g
2459212.79997,2020-12-29.2951953,bE,1.60,15.660,15.485,0.187,2.322,0.396,g
2459212.80126,2020-12-29.2964922,bE,1.55,15.589,>15.589,99.990,1.819,0.422,g
2459213.54339,2020-12-30.0386309,bi,2.15,15.454,15.244,0.181,2.899,0.478,g
2459213.54463,2020-12-30.0398737,bi,2.10,15.447,15.323,0.196,2.696,0.481,g
2459213.54586,2020-12-30.0411082,bi,2.09,15.553,>15.553,99.990,0.963,0.436,g
2459214.74195,2020-12-31.2372262,bi,1.47,15.899,15.003,0.096,3.619,0.318,g
2459214.74318,2020-12-31.2384539,bi,1.51,15.792,15.120,0.118,3.249,0.351,g
2459214.74442,2020-12-31.2396945,bi,1.46,15.760,15.235,0.135,2.925,0.361,g
2459215.74421,2021-01-01.2395239,bi,1.42,15.992,15.521,0.142,2.247,0.291,g
2459215.74543,2021-01-01.2407391,bi,1.43,15.999,15.402,0.126,2.508,0.290,g
2459215.74666,2021-01-01.2419689,bi,1.47,16.072,15.662,0.150,1.972,0.271,g
2459216.77422,2021-01-02.2695548,bE,1.46,16.235,15.390,0.101,2.537,0.233,g
2459216.77551,2021-01-02.2708417,bE,1.48,16.207,15.282,0.093,2.802,0.239,g
2459216.77680,2021-01-02.2721258,bE,1.45,16.125,15.312,0.104,2.723,0.258,g
2459217.88977,2021-01-03.3851357,bq,1.63,16.078,15.432,0.121,2.440,0.269,g
2459217.89099,2021-01-03.3863532,bq,1.78,16.067,15.471,0.127,2.354,0.272,g
2459217.89223,2021-01-03.3875859,bq,1.79,16.043,15.565,0.141,2.157,0.278,g
2459217.94587,2021-01-03.4412336,bA,1.71,16.654,15.550,0.079,2.187,0.158,g
2459217.94712,2021-01-03.4424859,bA,1.75,16.736,15.447,0.067,2.404,0.147,g
2459217.94836,2021-01-03.4437290,bA,1.70,16.753,15.479,0.068,2.335,0.145,g
2459218.94655,2021-01-04.4419471,bA,2.03,16.871,15.659,0.072,1.979,0.130,g
2459218.94780,2021-01-04.4431960,bA,2.03,16.850,15.423,0.059,2.458,0.132,g
2459218.94905,2021-01-04.4444460,bA,2.01,16.856,15.644,0.072,2.005,0.132,g
2459219.72468,2021-01-05.2201052,bi,1.48,16.531,15.521,0.086,2.247,0.178,g
2459219.72591,2021-01-05.2213246,bi,1.45,16.516,15.385,0.077,2.546,0.180,g
2459219.72711,2021-01-05.2225406,bi,1.47,16.568,15.518,0.083,2.252,0.172,g
2459219.79997,2021-01-05.2953817,bq,1.53,16.873,15.480,0.061,2.332,0.130,g
2459219.80121,2021-01-05.2966209,bq,1.55,16.738,15.410,0.064,2.488,0.147,g
2459219.80243,2021-01-05.2978489,bq,1.51,16.767,15.491,0.068,2.310,0.143,g
2459220.85800,2021-01-06.3534468,bq,1.51,16.712,15.333,0.061,2.673,0.150,g
2459220.85923,2021-01-06.3546760,bq,1.52,16.712,15.375,0.064,2.571,0.150,g
